Date,Category,Payment_modes,Description,Amount,Cashback
2024-12-29,Fees,Net Banking,College Fees,2177,1000
2024-12-05,Insurance,Credit card,Health Insurance,55,1000
2024-12-15,Rent,Credit card,Residential Rent,4881,15
2024-12-08,Fees,Gpay,School Fees,675,15
2024-12-27,Bills,Net Banking,Water Bill,835,15
2024-12-10,Fees,Credit card,School Fees,3143,12
2024-12-04,Groceries,Debit Card,Bakery,2043,50
2024-12-23,Bills,Credit card,Telephone bill,4077,10
2024-12-04,Fuel,Credit card,CNG,3254,5
2024-12-21,Fuel,Cash,Petrol,4159,10
2024-12-19,Rent,Debit Card,Residential Rent,3657,1000
2024-12-24,Bills,Credit card,Telephone bill,832,50
2024-12-10,Groceries,Debit Card,Fruits,3138,15
2024-12-29,Fuel,Net Banking,Diesel,3351,10
2024-12-29,Insurance,Credit card,LIC,2810,5
2024-12-02,Insurance,Cash,Vehicle Insurance,4036,5
2024-12-21,Fuel,Gpay,Diesel,322,50
2024-12-13,Rent,Gpay,Commercial Rent,1216,10
2024-12-16,Groceries,Credit card,Fruits,2631,1000
2024-12-08,Fees,Credit card,School Fees,4903,100
2024-12-04,Fuel,Credit card,Petrol,4628,1000
2024-12-17,Bills,Credit card,Electricity Bill,2666,5
2024-12-05,Fuel,Credit card,CNG,748,100
2024-12-26,Fuel,Credit card,CNG,1263,12
2024-12-07,Bills,Gpay,Water Bill,2653,15
2024-12-20,Fees,Cash,School Fees,2569,100
2024-12-18,Fuel,Cash,Diesel,3018,10
2024-12-21,Insurance,Credit card,LIC,4752,0
2024-12-30,Bills,Cash,Telephone bill,514,5
2024-12-04,Groceries,Cash,Vegeatbles,4438,15
2024-12-14,Fees,Debit Card,School Fees,2126,15
2024-12-11,Bills,Net Banking,Water Bill,392,1000
2024-12-23,Insurance,Cash,Health Insurance,1313,10
2024-12-17,Fees,Credit card,College Fees,4682,100
2024-12-19,Bills,Cash,Electricity Bill,2670,50
2024-12-18,Fees,Cash,School Fees,3674,100
2024-12-29,Groceries,Gpay,Vegeatbles,1429,10
2024-12-04,Fuel,Net Banking,Diesel,1169,12
2024-12-29,Fuel,Gpay,CNG,3262,15
2024-12-04,Bills,Cash,Water Bill,3965,0
2024-12-03,Fees,Credit card,School Fees,1028,1000
2024-12-09,Groceries,Net Banking,Fruits,4900,100
2024-12-10,Fuel,Debit Card,CNG,771,0
2024-12-07,Groceries,Gpay,Vegeatbles,1855,100
2024-12-18,Fuel,Gpay,Diesel,4536,1000
2024-12-03,Bills,Gpay,Electricity Bill,3895,50
2024-12-30,Rent,Gpay,Commercial Rent,1725,100
2024-12-24,Insurance,Cash,Health Insurance,336,50
2024-12-18,Bills,Cash,Electricity Bill,3242,12
2024-12-16,Fees,Cash,School Fees,3665,5
2024-12-28,Bills,Gpay,Water Bill,2208,15
2024-12-07,Bills,Cash,Telephone bill,2835,10
2024-12-17,Insurance,Debit Card,LIC,3391,0
2024-12-17,Fuel,Cash,Diesel,2121,1000
2024-12-20,Bills,Gpay,Telephone bill,3604,5
2024-12-25,Insurance,Credit card,Vehicle Insurance,3816,5
2024-12-16,Groceries,Debit Card,Fruits,4597,0
2024-12-10,Groceries,Credit card,Dairy,645,0
2024-12-30,Bills,Credit card,Telephone bill,1885,1000
2024-12-02,Rent,Net Banking,Parking Rent,43,10
2024-12-26,Fees,Gpay,College Fees,4449,1000
2024-12-07,Rent,Credit card,Parking Rent,3080,1000
2024-12-25,Groceries,Credit card,Dairy,666,10
2024-12-04,Groceries,Gpay,Fruits,2050,12
2024-12-29,Fees,Cash,School Fees,1658,12
2024-12-27,Insurance,Credit card,Vehicle Insurance,3059,100
2024-12-04,Fuel,Debit Card,CNG,1953,10
2024-12-22,Rent,Net Banking,Commercial Rent,3963,0
2024-12-11,Fuel,Cash,Petrol,2698,100
2024-12-04,Fuel,Credit card,Petrol,1729,15
2024-12-30,Fees,Gpay,School Fees,959,15
2024-12-26,Rent,Net Banking,Parking Rent,4064,10
2024-12-30,Fuel,Gpay,Petrol,1468,100
2024-12-19,Insurance,Cash,LIC,3023,10
2024-12-03,Fees,Debit Card,School Fees,2369,15
2024-12-17,Fees,Credit card,School Fees,667,12
2024-12-23,Bills,Debit Card,Water Bill,61,0
2024-12-06,Bills,Net Banking,Water Bill,220,50
2024-12-01,Fuel,Cash,Petrol,1365,50
2024-12-29,Groceries,Debit Card,Fruits,684,10
2024-12-03,Groceries,Gpay,Bakery,562,15
2024-12-13,Groceries,Debit Card,Vegeatbles,637,10
2024-12-22,Insurance,Debit Card,Vehicle Insurance,681,50
2024-12-24,Insurance,Net Banking,Vehicle Insurance,3350,1000
2024-12-20,Fees,Gpay,College Fees,341,50
2024-12-01,Fees,Credit card,School Fees,4094,100
2024-12-06,Bills,Cash,Water Bill,843,15
2024-12-01,Bills,Debit Card,Electricity Bill,1696,1000
2024-12-29,Fuel,Net Banking,CNG,326,1000
2024-12-17,Fees,Cash,College Fees,2365,0
2024-12-05,Bills,Net Banking,Water Bill,2996,1000
2024-12-05,Bills,Debit Card,Water Bill,2101,15
2024-12-18,Fees,Credit card,College Fees,729,12
2024-12-07,Fees,Net Banking,School Fees,1520,10
2024-12-23,Fees,Credit card,College Fees,3123,0
2024-12-13,Rent,Cash,Residential Rent,1222,10
2024-12-25,Rent,Debit Card,Parking Rent,1352,50
2024-12-24,Fees,Debit Card,College Fees,4166,50
2024-02-11,Rent,Credit card,Parking Rent,3016,12
2024-02-06,Insurance,Credit card,Vehicle Insurance,4393,12
2024-02-24,Rent,Credit card,Commercial Rent,4388,15
2024-02-09,Fees,Net Banking,College Fees,1190,10
2024-02-26,Rent,Credit card,Commercial Rent,2201,15
2024-02-07,Bills,Cash,Water Bill,1187,0
2024-02-28,Insurance,Net Banking,Vehicle Insurance,807,0
2024-02-07,Bills,Gpay,Electricity Bill,4432,1000
2024-02-20,Fees,Cash,College Fees,4463,12
2024-02-20,Fees,Credit card,College Fees,2918,100
2024-02-28,Groceries,Net Banking,Vegeatbles,2265,0
2024-02-06,Bills,Credit card,Telephone bill,3145,12
2024-02-20,Groceries,Net Banking,Fruits,2929,10
2024-02-12,Bills,Net Banking,Telephone bill,3204,100
2024-02-04,Fuel,Credit card,CNG,2280,1000
2024-02-01,Groceries,Gpay,Bakery,3788,12
2024-02-28,Insurance,Gpay,LIC,1233,100
2024-02-04,Bills,Gpay,Telephone bill,4017,100
2024-02-20,Rent,Net Banking,Residential Rent,4132,50
2024-02-09,Bills,Debit Card,Electricity Bill,1219,12
2024-02-28,Fuel,Net Banking,CNG,304,1000
2024-02-07,Rent,Net Banking,Residential Rent,1694,0
2024-02-19,Fees,Credit card,School Fees,2415,15
2024-02-14,Rent,Gpay,Parking Rent,3083,10
2024-02-16,Bills,Cash,Telephone bill,1735,50
2024-02-18,Groceries,Debit Card,Vegeatbles,4433,15
2024-02-20,Rent,Gpay,Residential Rent,2208,100
2024-02-11,Rent,Debit Card,Parking Rent,4133,12
2024-02-05,Insurance,Credit card,LIC,3584,12
2024-02-26,Bills,Debit Card,Telephone bill,2861,1000
2024-02-24,Fuel,Cash,Petrol,3717,0
2024-02-14,Fuel,Net Banking,Diesel,2750,15
2024-02-19,Insurance,Gpay,Vehicle Insurance,1161,15
2024-02-14,Bills,Cash,Telephone bill,4369,10
2024-02-18,Insurance,Cash,Vehicle Insurance,696,100
2024-02-01,Groceries,Credit card,Fruits,631,1000
2024-02-22,Fuel,Debit Card,Diesel,3510,15
2024-02-11,Fuel,Cash,Diesel,856,12
2024-02-23,Insurance,Credit card,Health Insurance,4379,50
2024-02-06,Insurance,Net Banking,Vehicle Insurance,609,12
2024-02-06,Fees,Gpay,College Fees,569,12
2024-02-25,Fees,Cash,School Fees,2809,0
2024-02-11,Insurance,Cash,Health Insurance,1580,100
2024-02-17,Rent,Gpay,Parking Rent,2299,100
2024-02-25,Fuel,Credit card,Diesel,84,100
2024-02-08,Bills,Debit Card,Electricity Bill,3479,5
2024-02-10,Fees,Net Banking,College Fees,4088,12
2024-02-28,Fees,Cash,College Fees,34,15
2024-02-22,Groceries,Net Banking,Bakery,1114,12
2024-02-08,Fuel,Debit Card,Diesel,528,1000
2024-02-08,Fees,Net Banking,School Fees,3643,100
2024-02-04,Groceries,Debit Card,Dairy,1459,100
2024-02-09,Bills,Net Banking,Electricity Bill,2389,5
2024-02-20,Fees,Gpay,College Fees,2372,12
2024-02-17,Bills,Credit card,Electricity Bill,1109,50
2024-02-27,Bills,Gpay,Telephone bill,1321,5
2024-02-04,Insurance,Gpay,Vehicle Insurance,3490,0
2024-02-15,Rent,Gpay,Parking Rent,1189,5
2024-02-01,Bills,Debit Card,Electricity Bill,1605,100
2024-02-02,Insurance,Net Banking,Health Insurance,1777,1000
2024-02-27,Rent,Cash,Residential Rent,530,100
2024-02-03,Fuel,Cash,Petrol,2615,50
2024-02-02,Groceries,Net Banking,Vegeatbles,1333,12
2024-02-19,Rent,Debit Card,Commercial Rent,304,15
2024-02-18,Rent,Net Banking,Parking Rent,2015,100
2024-02-25,Insurance,Debit Card,Health Insurance,1830,1000
2024-02-14,Insurance,Credit card,LIC,86,50
2024-02-17,Insurance,Net Banking,LIC,3146,0
2024-02-05,Fuel,Credit card,Diesel,3694,100
2024-02-03,Groceries,Debit Card,Vegeatbles,2672,0
2024-02-20,Groceries,Cash,Bakery,934,15
2024-02-24,Rent,Net Banking,Parking Rent,1347,5
2024-02-13,Insurance,Cash,Vehicle Insurance,2987,1000
2024-02-17,Rent,Gpay,Residential Rent,1078,15
2024-02-24,Groceries,Cash,Bakery,1824,100
2024-02-25,Fees,Cash,School Fees,707,5
2024-02-05,Insurance,Cash,LIC,4564,12
2024-02-16,Bills,Credit card,Water Bill,3836,12
2024-02-09,Bills,Credit card,Telephone bill,2175,10
2024-02-22,Fees,Cash,College Fees,1067,1000
2024-02-13,Fuel,Net Banking,Diesel,744,1000
2024-02-24,Insurance,Cash,Health Insurance,957,12
2024-02-19,Fuel,Credit card,Petrol,4218,50
2024-02-06,Fees,Credit card,School Fees,1798,10
2024-02-17,Groceries,Credit card,Bakery,151,100
2024-02-09,Rent,Gpay,Parking Rent,4669,50
2024-02-02,Rent,Credit card,Parking Rent,1754,5
2024-02-10,Bills,Gpay,Electricity Bill,4114,50
2024-02-08,Bills,Debit Card,Water Bill,1004,50
2024-02-11,Groceries,Net Banking,Fruits,272,12
2024-02-17,Fuel,Net Banking,Petrol,416,0
2024-02-22,Rent,Gpay,Parking Rent,4060,10
2024-02-19,Rent,Cash,Residential Rent,1124,0
2024-02-20,Fees,Gpay,College Fees,591,1000
2024-02-17,Insurance,Debit Card,LIC,4473,10
2024-02-05,Insurance,Debit Card,Health Insurance,2275,10
2024-02-13,Insurance,Cash,LIC,1193,15
2024-02-18,Fees,Gpay,School Fees,4899,0
2024-02-21,Rent,Debit Card,Commercial Rent,3313,50
2024-02-05,Insurance,Credit card,Health Insurance,2732,50
2024-02-19,Groceries,Credit card,Vegeatbles,4940,0
2024-02-20,Bills,Net Banking,Water Bill,583,50
2024-02-21,Insurance,Credit card,Health Insurance,2577,100
2024-02-26,Fuel,Debit Card,CNG,4036,5
2024-02-27,Rent,Cash,Commercial Rent,4077,10
2024-02-21,Bills,Cash,Telephone bill,2616,1000
2024-02-05,Bills,Net Banking,Electricity Bill,3015,15
2024-02-07,Bills,Net Banking,Electricity Bill,3088,50
2024-02-21,Fuel,Net Banking,Diesel,1443,10
2024-02-11,Bills,Debit Card,Electricity Bill,3434,12
2024-02-14,Fees,Net Banking,School Fees,3925,50
2024-02-07,Fuel,Cash,Petrol,2779,10
2024-02-07,Insurance,Credit card,Vehicle Insurance,2583,10
2024-02-23,Fees,Net Banking,School Fees,487,10
2024-02-25,Fees,Credit card,School Fees,1825,15
2024-02-09,Insurance,Cash,Vehicle Insurance,4821,1000
2024-02-05,Bills,Debit Card,Telephone bill,2366,50
2024-02-26,Insurance,Gpay,LIC,2570,12
2024-02-14,Rent,Debit Card,Commercial Rent,3612,15
2024-02-16,Groceries,Debit Card,Bakery,897,10
2024-02-11,Fuel,Debit Card,Diesel,2134,50
2024-02-14,Fuel,Credit card,CNG,2846,100
2024-02-25,Fuel,Gpay,Petrol,28,1000
2024-02-25,Bills,Gpay,Water Bill,309,100
2024-02-02,Bills,Credit card,Telephone bill,2225,100
2024-02-25,Bills,Credit card,Electricity Bill,690,5
2024-02-05,Groceries,Net Banking,Vegeatbles,1207,50
2024-02-28,Insurance,Net Banking,Vehicle Insurance,500,100
2024-02-18,Fees,Credit card,College Fees,3294,12
2024-02-06,Fees,Net Banking,School Fees,1482,1000
2024-02-06,Fees,Credit card,School Fees,786,50
2024-02-18,Insurance,Credit card,Vehicle Insurance,4355,5
2024-02-26,Groceries,Credit card,Vegeatbles,3413,10
2024-02-18,Fees,Credit card,College Fees,2048,5
2024-02-05,Rent,Cash,Commercial Rent,770,100
2024-02-07,Rent,Cash,Parking Rent,2340,50
2024-02-20,Rent,Gpay,Parking Rent,3951,50
2024-02-25,Groceries,Debit Card,Bakery,2804,100
2024-02-19,Bills,Net Banking,Water Bill,3404,0
2024-02-05,Fuel,Gpay,CNG,3072,0
2024-02-08,Rent,Gpay,Residential Rent,1211,5
2024-02-26,Fees,Net Banking,School Fees,3198,5
2024-02-10,Insurance,Debit Card,Vehicle Insurance,2945,0
2024-02-02,Bills,Gpay,Water Bill,3164,15
2024-02-27,Groceries,Debit Card,Bakery,4915,10
2024-02-14,Fuel,Credit card,Petrol,3007,100
2024-02-20,Insurance,Debit Card,LIC,2376,12
2024-02-03,Insurance,Net Banking,Vehicle Insurance,3153,5
2024-02-11,Groceries,Cash,Vegeatbles,4630,100
2024-02-26,Insurance,Gpay,Vehicle Insurance,3876,15
2024-02-15,Rent,Gpay,Commercial Rent,4966,15
2024-02-22,Fuel,Net Banking,Diesel,4202,1000
2024-02-13,Fuel,Cash,Diesel,3889,10
2024-02-11,Fees,Cash,School Fees,4362,15
2024-02-05,Groceries,Gpay,Bakery,1240,0
2024-02-01,Insurance,Cash,LIC,1402,1000
2024-02-05,Fees,Debit Card,School Fees,4770,0
2024-02-15,Rent,Gpay,Commercial Rent,2307,50
2024-02-17,Rent,Credit card,Parking Rent,2335,12
2024-02-21,Groceries,Credit card,Vegeatbles,3239,5
2024-02-05,Rent,Net Banking,Residential Rent,483,5
2024-02-08,Fees,Debit Card,College Fees,1009,0
2024-02-14,Fuel,Cash,CNG,19,15
2024-02-13,Bills,Credit card,Electricity Bill,3163,1000
2024-02-02,Fuel,Net Banking,Petrol,725,5
2024-02-21,Bills,Gpay,Electricity Bill,1346,0
2024-02-26,Groceries,Cash,Fruits,1265,1000
2024-02-14,Bills,Cash,Telephone bill,4928,5
2024-02-05,Groceries,Gpay,Dairy,4060,12
2024-02-18,Bills,Net Banking,Water Bill,4733,10
2024-02-03,Fees,Gpay,College Fees,3189,100
2024-02-17,Groceries,Net Banking,Dairy,39,50
2024-02-11,Fees,Net Banking,School Fees,4627,5
2024-02-27,Insurance,Credit card,Vehicle Insurance,15,100
2024-02-26,Bills,Cash,Electricity Bill,3315,15
2024-02-12,Groceries,Debit Card,Dairy,3117,100
2024-02-13,Fuel,Gpay,Petrol,1320,12
2024-02-16,Fees,Credit card,College Fees,1279,5
2024-02-18,Fees,Debit Card,School Fees,2768,5
2024-02-06,Groceries,Credit card,Fruits,2821,10
2024-02-09,Rent,Credit card,Residential Rent,1012,15
2024-02-10,Bills,Cash,Water Bill,576,1000
2024-02-06,Groceries,Debit Card,Bakery,2164,15
2024-02-20,Insurance,Debit Card,LIC,3293,10
2024-02-17,Bills,Net Banking,Telephone bill,1636,50
2024-02-13,Insurance,Credit card,Vehicle Insurance,2569,10
2024-02-05,Fuel,Credit card,Petrol,2442,15
2024-02-04,Fees,Debit Card,School Fees,3494,5
2024-02-01,Rent,Credit card,Commercial Rent,4406,1000
2024-02-16,Rent,Debit Card,Commercial Rent,3850,15
2024-02-27,Insurance,Credit card,Vehicle Insurance,4994,0
2024-02-15,Bills,Cash,Telephone bill,870,12
2024-02-19,Bills,Net Banking,Telephone bill,2275,1000
2024-02-11,Insurance,Gpay,Health Insurance,149,0
2024-02-05,Rent,Gpay,Residential Rent,1401,12
2024-02-22,Groceries,Cash,Fruits,2041,50
2024-02-14,Fuel,Debit Card,Petrol,4487,100
2024-02-14,Insurance,Credit card,Vehicle Insurance,219,1000
2024-02-05,Fees,Debit Card,School Fees,1080,1000
2024-02-17,Groceries,Credit card,Dairy,2656,5
2024-01-08,Groceries,Cash,Dairy,2157,10
2024-01-07,Groceries,Debit Card,Vegeatbles,106,15
2024-01-23,Bills,Credit card,Water Bill,506,0
2024-01-26,Fees,Cash,College Fees,741,12
2024-01-22,Bills,Gpay,Electricity Bill,601,50
2024-01-20,Insurance,Credit card,Health Insurance,1367,100
2024-01-20,Fuel,Net Banking,CNG,2864,10
2024-01-11,Fuel,Credit card,Petrol,2301,5
2024-01-19,Fees,Net Banking,School Fees,885,1000
2024-01-13,Insurance,Credit card,LIC,178,1000
2024-01-16,Fuel,Credit card,Diesel,3399,12
2024-01-29,Fuel,Cash,Diesel,2073,0
2024-01-13,Bills,Net Banking,Water Bill,1754,100
2024-01-11,Fees,Net Banking,School Fees,491,15
2024-01-29,Rent,Gpay,Commercial Rent,4483,50
2024-01-26,Rent,Gpay,Commercial Rent,4910,5
2024-01-07,Insurance,Credit card,LIC,3567,5
2024-01-04,Fuel,Net Banking,CNG,2320,15
2024-01-11,Rent,Credit card,Commercial Rent,1538,0
2024-01-17,Fuel,Credit card,CNG,521,100
2024-01-14,Insurance,Cash,LIC,1427,1000
2024-01-13,Fees,Credit card,College Fees,4980,10
2024-01-06,Fuel,Credit card,Petrol,1751,0
2024-01-27,Rent,Credit card,Residential Rent,4464,1000
2024-01-24,Fees,Debit Card,School Fees,124,5
2024-01-27,Rent,Cash,Commercial Rent,1903,1000
2024-01-09,Bills,Net Banking,Telephone bill,3072,0
2024-01-27,Rent,Cash,Commercial Rent,1155,50
2024-01-25,Groceries,Net Banking,Dairy,1429,15
2024-01-09,Insurance,Cash,Health Insurance,2661,0
2024-01-01,Bills,Credit card,Electricity Bill,1552,50
2024-01-19,Fees,Credit card,School Fees,3167,1000
2024-01-29,Fuel,Net Banking,Diesel,2437,50
2024-01-21,Rent,Credit card,Residential Rent,583,10
2024-01-07,Fuel,Credit card,CNG,2910,1000
2024-01-07,Bills,Cash,Telephone bill,157,50
2024-01-21,Groceries,Debit Card,Vegeatbles,3002,100
2024-01-24,Groceries,Gpay,Vegeatbles,4773,5
2024-01-18,Fees,Cash,School Fees,138,12
2024-01-16,Bills,Net Banking,Electricity Bill,4060,15
2024-01-20,Bills,Credit card,Water Bill,2475,100
2024-01-11,Fuel,Credit card,Diesel,3003,1000
2024-01-06,Fuel,Net Banking,CNG,935,50
2024-01-29,Insurance,Net Banking,Vehicle Insurance,3825,5
2024-01-27,Fuel,Credit card,CNG,2611,10
2024-01-13,Fees,Gpay,College Fees,2195,100
2024-01-29,Fuel,Credit card,Petrol,4509,0
2024-01-11,Groceries,Gpay,Dairy,3348,0
2024-01-20,Rent,Credit card,Commercial Rent,3294,0
2024-01-20,Fuel,Cash,Petrol,1825,5
2024-01-28,Fees,Credit card,School Fees,920,0
2024-01-16,Rent,Debit Card,Parking Rent,1110,50
2024-01-19,Groceries,Gpay,Dairy,4689,10
2024-01-11,Bills,Cash,Electricity Bill,1989,12
2024-01-09,Fuel,Debit Card,Petrol,2457,50
2024-01-21,Bills,Net Banking,Electricity Bill,1040,1000
2024-01-16,Fuel,Debit Card,Petrol,2997,0
2024-01-05,Rent,Net Banking,Commercial Rent,3621,50
2024-01-05,Insurance,Net Banking,Health Insurance,3461,1000
2024-01-08,Groceries,Credit card,Vegeatbles,1150,50
2024-01-12,Groceries,Cash,Dairy,123,0
2024-01-09,Rent,Net Banking,Parking Rent,3824,5
2024-01-18,Rent,Cash,Commercial Rent,389,1000
2024-01-15,Insurance,Cash,Vehicle Insurance,3011,10
2024-01-27,Groceries,Debit Card,Fruits,2036,100
2024-01-10,Fees,Credit card,School Fees,4126,12
2024-01-19,Rent,Cash,Parking Rent,587,1000
2024-01-11,Groceries,Gpay,Dairy,657,5
2024-01-23,Fees,Cash,School Fees,3229,12
2024-01-09,Fees,Gpay,College Fees,1327,5
2024-01-03,Fees,Gpay,School Fees,906,5
2024-01-29,Bills,Net Banking,Electricity Bill,1830,0
2024-01-04,Fees,Credit card,School Fees,1570,5
2024-01-10,Groceries,Cash,Dairy,1359,1000
2024-01-18,Insurance,Debit Card,Health Insurance,2457,50
2024-01-22,Insurance,Debit Card,Health Insurance,1101,0
2024-01-24,Rent,Net Banking,Parking Rent,1046,50
2024-01-02,Fuel,Net Banking,Diesel,974,0
2024-01-04,Fees,Credit card,School Fees,326,50
2024-01-08,Bills,Net Banking,Telephone bill,4794,10
2024-01-10,Groceries,Debit Card,Fruits,2112,0
2024-01-08,Insurance,Gpay,LIC,4746,0
2024-01-13,Fees,Net Banking,School Fees,1477,0
2024-01-03,Groceries,Net Banking,Fruits,1715,5
2024-01-16,Rent,Cash,Parking Rent,1956,12
2024-01-17,Insurance,Net Banking,Health Insurance,2002,10
2024-01-12,Fees,Credit card,College Fees,2882,1000
2024-01-28,Groceries,Net Banking,Bakery,940,100
2024-01-01,Groceries,Credit card,Fruits,657,15
2024-01-26,Bills,Credit card,Telephone bill,1259,12
2024-01-17,Insurance,Net Banking,LIC,1457,10
2024-01-23,Fees,Cash,School Fees,2126,12
2024-01-04,Rent,Net Banking,Parking Rent,2390,50
2024-01-22,Insurance,Debit Card,LIC,1180,100
2024-01-19,Bills,Cash,Water Bill,1159,10
2024-01-07,Fees,Debit Card,School Fees,2513,50
2024-01-19,Rent,Credit card,Residential Rent,4595,50
2024-01-28,Rent,Net Banking,Residential Rent,3783,50
2024-01-26,Fees,Cash,School Fees,1260,100
2024-01-10,Insurance,Credit card,Health Insurance,122,50
2024-01-10,Bills,Gpay,Electricity Bill,4630,5
2024-01-14,Bills,Debit Card,Telephone bill,2246,15
2024-01-13,Groceries,Gpay,Bakery,3164,0
2024-01-22,Bills,Gpay,Water Bill,2367,100
2024-01-09,Fees,Credit card,School Fees,853,15
2024-01-26,Bills,Debit Card,Water Bill,4493,0
2024-01-08,Insurance,Net Banking,LIC,3781,12
2024-01-22,Fees,Debit Card,College Fees,2762,5
2024-01-23,Rent,Debit Card,Commercial Rent,1749,12
2024-01-20,Groceries,Credit card,Bakery,386,10
2024-01-04,Bills,Credit card,Telephone bill,735,50
2024-01-26,Groceries,Gpay,Vegeatbles,3345,12
2024-01-09,Insurance,Credit card,LIC,88,15
2024-01-28,Insurance,Debit Card,LIC,2456,5
2024-01-03,Bills,Debit Card,Telephone bill,4004,10
2024-01-29,Fuel,Cash,Diesel,4288,15
2024-01-13,Groceries,Credit card,Dairy,1300,1000
2024-01-02,Rent,Credit card,Parking Rent,1413,15
2024-01-05,Rent,Net Banking,Residential Rent,1795,100
2024-01-12,Fuel,Credit card,CNG,1901,0
2024-01-24,Insurance,Credit card,LIC,2161,5
2024-01-07,Insurance,Credit card,Health Insurance,3133,5
2024-01-24,Rent,Cash,Residential Rent,538,1000
2024-01-12,Insurance,Net Banking,Health Insurance,3916,1000
2024-01-14,Bills,Cash,Telephone bill,207,100
2024-01-19,Bills,Debit Card,Water Bill,3133,15
2024-01-19,Rent,Cash,Parking Rent,4916,1000
2024-01-22,Insurance,Debit Card,Vehicle Insurance,1591,100
2024-01-27,Groceries,Cash,Fruits,1372,12
2024-01-25,Insurance,Net Banking,LIC,3691,5
2024-01-12,Bills,Credit card,Telephone bill,4154,12
2024-01-09,Fees,Net Banking,College Fees,1978,12
2024-01-19,Bills,Debit Card,Electricity Bill,2757,15
2024-01-08,Bills,Net Banking,Water Bill,4914,10
2024-01-14,Bills,Gpay,Telephone bill,3037,10
2024-01-15,Rent,Gpay,Commercial Rent,337,5
2024-01-07,Bills,Credit card,Water Bill,2865,10
2024-01-29,Fees,Cash,College Fees,238,100
2024-01-14,Insurance,Credit card,Health Insurance,626,100
2024-01-20,Bills,Credit card,Telephone bill,960,1000
2024-01-11,Groceries,Cash,Bakery,4795,15
2024-01-01,Insurance,Gpay,Vehicle Insurance,4066,100
2024-01-29,Groceries,Gpay,Dairy,365,100
2024-01-01,Bills,Gpay,Electricity Bill,2328,10
2024-01-01,Insurance,Net Banking,LIC,4866,0
2024-01-05,Rent,Cash,Commercial Rent,1897,5
2024-01-25,Rent,Gpay,Parking Rent,4955,5
2024-01-07,Groceries,Debit Card,Dairy,3189,50
2024-01-04,Insurance,Credit card,Health Insurance,2261,50
2024-01-24,Fees,Cash,School Fees,3987,0
2024-01-27,Groceries,Cash,Fruits,3034,0
2024-01-02,Fuel,Net Banking,Petrol,415,0
2024-01-24,Rent,Gpay,Commercial Rent,690,10
2024-01-24,Fees,Net Banking,College Fees,2132,100
2024-01-10,Bills,Cash,Water Bill,1831,50
2024-01-26,Bills,Net Banking,Water Bill,4288,12
2024-01-22,Fuel,Gpay,Diesel,2584,5
2024-01-13,Groceries,Cash,Vegeatbles,3465,15
2024-01-20,Rent,Debit Card,Commercial Rent,3342,1000
2024-01-07,Insurance,Debit Card,Vehicle Insurance,2917,5
2024-01-06,Bills,Cash,Telephone bill,2687,15
2024-01-14,Fuel,Gpay,Diesel,1503,0
2024-01-07,Groceries,Net Banking,Vegeatbles,4717,100
2024-01-08,Insurance,Gpay,LIC,39,1000
2024-01-12,Bills,Cash,Water Bill,1625,1000
2024-01-09,Insurance,Net Banking,Vehicle Insurance,3817,100
2024-01-17,Insurance,Credit card,Vehicle Insurance,3035,10
2024-01-01,Groceries,Cash,Fruits,4762,1000
2024-01-27,Bills,Credit card,Electricity Bill,3800,50
2024-01-26,Bills,Credit card,Water Bill,601,5
2024-01-29,Bills,Gpay,Electricity Bill,1882,0
2024-01-29,Bills,Net Banking,Electricity Bill,4864,0
2024-01-20,Groceries,Net Banking,Vegeatbles,3930,50
2024-01-19,Fees,Credit card,School Fees,48,1000
2024-01-26,Rent,Net Banking,Commercial Rent,1513,10
2024-01-08,Bills,Net Banking,Water Bill,786,50
2024-01-28,Bills,Gpay,Telephone bill,4801,0
2024-01-08,Insurance,Net Banking,Health Insurance,2627,10
2024-01-05,Fees,Cash,School Fees,942,100
2024-01-09,Insurance,Gpay,Vehicle Insurance,911,5
2024-01-12,Rent,Gpay,Residential Rent,1747,1000
2024-01-06,Fees,Gpay,School Fees,3494,50
2024-01-13,Fees,Cash,School Fees,666,5
2024-01-20,Groceries,Credit card,Dairy,4508,50
2024-01-23,Fees,Credit card,College Fees,4946,5
2024-01-13,Fuel,Credit card,Diesel,2038,5
2024-01-03,Insurance,Debit Card,Health Insurance,1396,10
2024-01-08,Fuel,Credit card,CNG,774,12
2024-01-13,Fuel,Cash,CNG,726,5
2024-01-18,Insurance,Debit Card,Health Insurance,1556,15
2024-01-14,Bills,Cash,Water Bill,2505,1000
2024-01-06,Fees,Net Banking,School Fees,2666,0
2024-01-07,Rent,Net Banking,Commercial Rent,521,1000
2024-01-23,Fees,Net Banking,School Fees,508,0
2024-01-27,Groceries,Cash,Vegeatbles,4279,12
2024-01-04,Fees,Debit Card,College Fees,1719,50
2024-01-28,Rent,Net Banking,Parking Rent,53,12
2024-01-16,Fees,Gpay,College Fees,4996,10
2024-01-09,Fees,Debit Card,School Fees,4913,15
2024-01-30,Fuel,Cash,Diesel,3303,1000
2024-07-22,Insurance,Net Banking,Health Insurance,2943,0
2024-07-21,Fuel,Net Banking,Diesel,660,10
2024-07-18,Groceries,Gpay,Dairy,60,50
2024-07-05,Insurance,Gpay,LIC,770,10
2024-07-19,Groceries,Gpay,Bakery,3727,1000
